ID	strain	group	compartment	host	tax	nifh	genome_size	genes	taxonomy
4820	AIM016922	agbiome	Soil	Soil	Ochrobactrum	FALSE	4438569	4289	Other
4653	AIM014636	agbiome	Other	Corn	Ochrobactrum	FALSE	4455013	4297	Other
4766	AIM015612	agbiome	Other	Rice	Ochrobactrum	FALSE	4362202	4295	Other
4768	AIM015634	agbiome	Other	Wheat	Ochrobactrum	FALSE	4257370	4195	Other
4757	AIM015576	agbiome	Other	Other	Ochrobactrum	FALSE	5153125	4957	Other
4756	AIM015573	agbiome	Other	Other	Ochrobactrum	FALSE	5154337	4947	Other
4759	AIM015580	agbiome	Other	Other	Ochrobactrum	FALSE	5154664	4952	Other
4758	AIM015579	agbiome	Other	Other	Ochrobactrum	FALSE	5154819	4950	Other
4760	AIM015581	agbiome	Other	Other	Ochrobactrum	FALSE	5156980	4944	Other
3302	OAB	public	Nodule	Legume	Ochrobactrum	FALSE	4901165	4644	Other
3289	ATCC 49188	public	Nodule	Legume	Ochrobactrum	FALSE	5205777	5012	Other
3291	CTS-325	public	Nodule	Legume	Ochrobactrum	FALSE	4725129	4445	Other
3301	UNC390CL2Tsu3S39	public	Nodule	Legume	Ochrobactrum	FALSE	4624630	4395	Other
3299	W13P3	public	Nodule	Legume	Ochrobactrum	FALSE	5275367	5133	Other
3303	ML7	public	Nodule	Legume	Ochrobactrum	FALSE	4897996	4764	Other
4855	AIM023909	agbiome	Other	Other	Ochrobactrum	FALSE	5146012	7677	Other
3293	CDB2	public	Nodule	Legume	Ochrobactrum	FALSE	4969936	4826	Other
4840	AIM018751	agbiome	Soil	Soil	Ochrobactrum	FALSE	4994421	4731	Other
4846	AIM022457	agbiome	Insect	Insect	Ochrobactrum	FALSE	5075814	4782	Other
4849	AIM022460	agbiome	Insect	Insect	Ochrobactrum	FALSE	5024328	4673	Other
4845	AIM022456	agbiome	Insect	Insect	Ochrobactrum	FALSE	5074447	4786	Other
4850	AIM022461	agbiome	Insect	Insect	Ochrobactrum	FALSE	5072842	4765	Other
4847	AIM022458	agbiome	Insect	Insect	Ochrobactrum	FALSE	5026941	4728	Other
4848	AIM022459	agbiome	Insect	Insect	Ochrobactrum	FALSE	5072558	5626	Other
4851	AIM022464	agbiome	Insect	Insect	Ochrobactrum	FALSE	5075196	5924	Other
4415	AIM011898	agbiome	Insect	Insect	Ochrobactrum	FALSE	4833820	4562	Other
4416	AIM011911	agbiome	Insect	Insect	Ochrobactrum	FALSE	4830882	4559	Other
4413	AIM011844	agbiome	Soil	Wheat	Ochrobactrum	FALSE	4830688	4566	Other
4417	AIM011912	agbiome	Insect	Insect	Ochrobactrum	FALSE	4830602	4562	Other
4412	AIM011840	agbiome	Soil	Wheat	Ochrobactrum	FALSE	4833589	4558	Other
4841	AIM018755	agbiome	Soil	Soil	Ochrobactrum	FALSE	5078262	4876	Other
4842	AIM019105	agbiome	Soil	Soil	Ochrobactrum	FALSE	5070450	4853	Other
3298	SJY1	public	Nodule	Legume	Ochrobactrum	FALSE	5225478	5165	Other
4077	AIM005489	agbiome	Root	Soybean	Ochrobactrum	FALSE	5057371	4930	Other
4742	AIM015419	agbiome	Other	Wheat	Ochrobactrum	FALSE	4248622	3990	Other
4741	AIM015398	agbiome	Other	Oats	Ochrobactrum	FALSE	4224145	4057	Other
4794	AIM016073	agbiome	Soil	Other	Ochrobactrum	FALSE	3809732	3394	Other
4551	AIM013966	agbiome	Insect	Insect	Ochrobactrum	FALSE	4049334	3831	Other
4852	AIM023862	agbiome	Soil	Soil	Ochrobactrum	FALSE	4305175	3897	Other
4853	AIM023863	agbiome	Soil	Soil	Ochrobactrum	FALSE	4255083	3864	Other
3305	UNC302MFCol5.2	public	Nodule	Legume	Phyllobacterium	FALSE	4729246	4530	Other
4595	AIM014301	agbiome	Other	Corn	Phyllobacterium	FALSE	4587963	4500	Other
4831	AIM017981	agbiome	Soil	Soil	Phyllobacterium	FALSE	4883196	4884	Other
4790	AIM016035	agbiome	Soil	Corn	Phyllobacterium	FALSE	5727287	5728	Other
4429	AIM012317	agbiome	Other	Other	Phyllobacterium	FALSE	5858824	5849	Other
4447	AIM012655	agbiome	Other	Other	Phyllobacterium	FALSE	5862556	5953	Other
4445	AIM012647	agbiome	Other	Other	Phyllobacterium	FALSE	5864248	5954	Other
4450	AIM012667	agbiome	Other	Other	Phyllobacterium	FALSE	5805292	5821	Other
3304	YR531	public	Nodule	Legume	Phyllobacterium	FALSE	4995907	4850	Other
4093	AIM006024	agbiome	Root	Soybean	Phyllobacterium	FALSE	4601852	4492	Other
4163	AIM008326	agbiome	Other	Corn	Phyllobacterium	FALSE	3973577	11365	Other
4562	AIM013982	agbiome	Insect	Insect	Phyllobacterium	FALSE	5143721	5023	Other
4559	AIM013979	agbiome	Insect	Insect	Phyllobacterium	FALSE	5145287	5040	Other
4564	AIM013984	agbiome	Insect	Insect	Phyllobacterium	FALSE	5140445	5043	Other
4552	AIM013967	agbiome	Insect	Insect	Phyllobacterium	FALSE	5142280	5019	Other
4558	AIM013977	agbiome	Insect	Insect	Phyllobacterium	FALSE	5142743	5015	Other
4546	AIM013955	agbiome	Insect	Insect	Phyllobacterium	FALSE	5143469	5055	Other
4556	AIM013975	agbiome	Insect	Insect	Phyllobacterium	FALSE	5143579	5026	Other
4554	AIM013969	agbiome	Insect	Insect	Phyllobacterium	FALSE	5140139	5019	Other
4563	AIM013983	agbiome	Insect	Insect	Phyllobacterium	FALSE	5142426	5017	Other
4545	AIM013954	agbiome	Insect	Insect	Phyllobacterium	FALSE	5138291	5018	Other
4555	AIM013972	agbiome	Insect	Insect	Phyllobacterium	FALSE	5143479	5026	Other
4536	AIM013938	agbiome	Insect	Insect	Phyllobacterium	FALSE	5138835	5012	Other
4539	AIM013943	agbiome	Insect	Insect	Phyllobacterium	FALSE	5140535	5012	Other
4557	AIM013976	agbiome	Insect	Insect	Phyllobacterium	FALSE	5138172	5023	Other
4560	AIM013980	agbiome	Insect	Insect	Phyllobacterium	FALSE	5137428	5035	Other
4553	AIM013968	agbiome	Insect	Insect	Phyllobacterium	FALSE	5138270	5073	Other
4540	AIM013945	agbiome	Insect	Insect	Phyllobacterium	FALSE	5137365	5007	Other
4561	AIM013981	agbiome	Insect	Insect	Phyllobacterium	FALSE	5137312	5018	Other
4542	AIM013947	agbiome	Insect	Insect	Phyllobacterium	FALSE	5135398	5019	Other
4565	AIM013985	agbiome	Insect	Insect	Phyllobacterium	FALSE	5141091	5024	Other
4541	AIM013946	agbiome	Insect	Insect	Phyllobacterium	FALSE	5135636	5031	Other
4547	AIM013957	agbiome	Insect	Insect	Phyllobacterium	FALSE	5138077	5033	Other
4550	AIM013961	agbiome	Insect	Insect	Phyllobacterium	FALSE	5134022	5033	Other
4543	AIM013949	agbiome	Insect	Insect	Phyllobacterium	FALSE	5137662	5015	Other
4544	AIM013953	agbiome	Insect	Insect	Phyllobacterium	FALSE	5135293	5016	Other
4549	AIM013960	agbiome	Insect	Insect	Phyllobacterium	FALSE	5135176	5057	Other
4538	AIM013941	agbiome	Insect	Insect	Phyllobacterium	FALSE	5135970	5036	Other
4548	AIM013958	agbiome	Insect	Insect	Phyllobacterium	FALSE	5137217	5041	Other
4330	AIM010671	agbiome	Root	Corn	Phyllobacterium	FALSE	5386454	5681	Other
3321	WSM597	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7634384	7298	Rhizobium spp.
3308	WSM2304	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	6872702	6540	Rhizobium spp.
3427	FH23	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7344454	7032	Rhizobium spp.
3424	CNPSO 671	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	6886558	6598	Rhizobium spp.
3324	WSM2297	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7999455	7626	Rhizobium spp.
3384	CB782	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	6703653	6363	Rhizobium spp.
3323	WSM2012	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7180565	6946	Rhizobium spp.
3329	CCGE 510	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	6881173	6571	Rhizobium spp.
3322	WSM1455	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7557514	7312	Rhizobium spp.
3339	WSM1481	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7555578	7253	Rhizobium spp.
3306	3841	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7751309	7356	Rhizobium spp.
3359	VF39	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7647401	7388	Rhizobium spp.
3352	FA23	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7545552	7201	Rhizobium spp.
3337	SRDI943	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7412387	7174	Rhizobium spp.
3309	WSM1325	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7418122	7116	Rhizobium spp.
1020	R13_F	mpipz	Root	Arabidopsis	Rhizobium leguminosarum	FALSE	7040127	6720	Rhizobium spp.
3406	CC275e	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7077367	6773	Rhizobium spp.
3338	TOM	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7357668	7059	Rhizobium spp.
3361	UPM1131	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7231967	6871	Rhizobium spp.
3351	248	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7288508	6985	Rhizobium spp.
3382	WSM1689	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	6903379	6617	Rhizobium spp.
3349	4292	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7346596	6954	Rhizobium spp.
3380	CC283b	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7923462	7608	Rhizobium spp.
1019	R13_E	mpipz	Root	Arabidopsis	Rhizobium leguminosarum	FALSE	7306670	7045	Rhizobium spp.
1015	R13_A	mpipz	Root	Arabidopsis	Rhizobium leguminosarum	TRUE	7639868	7289	Rhizobium spp.
3340	R602sp	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7220242	6899	Rhizobium spp.
3415	OV152	public	Nodule	Legume	Rhizobium leguminosarum	FALSE	7258840	6940	Rhizobium spp.
3358	UPM1137	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7695351	7389	Rhizobium spp.
3381	CC278f	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	8729608	8446	Rhizobium spp.
3364	TA1	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	8618824	8328	Rhizobium spp.
3354	GB30	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7468464	7231	Rhizobium spp.
3341	Vc2	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	7807172	7456	Rhizobium spp.
3336	SRDI565	public	Nodule	Legume	Rhizobium leguminosarum	TRUE	6905599	6615	Rhizobium spp.
3416	CF286	public	Nodule	Legume	Rhizobium leguminosarum	FALSE	7141551	6773	Rhizobium spp.
3413	CF307	public	Nodule	Legume	Rhizobium leguminosarum	FALSE	6842387	6472	Rhizobium spp.
3307	CIAT 652	public	Nodule	Legume	Rhizobium etli	TRUE	6448048	6082	Rhizobium spp.
3320	Ch24-10	public	Nodule	Legume	Rhizobium etli	TRUE	6732565	6449	Rhizobium spp.
3319	Ch24-10	public	Nodule	Legume	Rhizobium etli	TRUE	6573449	6411	Rhizobium spp.
3389	CCGM1	public	Nodule	Legume	Rhizobium etli	TRUE	6857774	6621	Rhizobium spp.
3417	IE4803	public	Nodule	Legume	Rhizobium etli	TRUE	6997434	6613	Rhizobium spp.
3387	IE4771	public	Nodule	Legume	Rhizobium etli	TRUE	7057405	6651	Rhizobium spp.
3310	CFN 42	public	Nodule	Legume	Rhizobium etli	TRUE	6530228	6255	Rhizobium spp.
3366	Mim1	public	Nodule	Legume	Rhizobium etli	TRUE	7197998	6833	Rhizobium spp.
1016	R13_B	mpipz	Root	Arabidopsis	Rhizobium	FALSE	7854751	7635	Rhizobium spp.
4589	AIM014277	agbiome	Other	Soybean	Rhizobium	FALSE	7375499	7265	Rhizobium spp.
4807	AIM016399	agbiome	Soil	Soybean	Rhizobium	FALSE	7625805	7479	Rhizobium spp.
4585	AIM014268	agbiome	Other	Soybean	Rhizobium	FALSE	7626510	7481	Rhizobium spp.
4590	AIM014278	agbiome	Other	Soybean	Rhizobium	FALSE	7907089	7822	Rhizobium spp.
4591	AIM014280	agbiome	Other	Soybean	Rhizobium	FALSE	7614200	7579	Rhizobium spp.
4592	AIM014282	agbiome	Other	Soybean	Rhizobium	FALSE	7608560	8762	Rhizobium spp.
3393	YR540	public	Nodule	Legume	Rhizobium	FALSE	7315509	7016	Rhizobium spp.
3410	YR584	public	Nodule	Legume	Rhizobium	FALSE	7395659	7092	Rhizobium spp.
4475	AIM013000	agbiome	Other	Corn	Rhizobium	FALSE	7532775	7434	Rhizobium spp.
4473	AIM012998	agbiome	Other	Corn	Rhizobium	FALSE	7528628	7434	Rhizobium spp.
4471	AIM012996	agbiome	Other	Corn	Rhizobium	FALSE	7528284	7446	Rhizobium spp.
4479	AIM013012	agbiome	Other	Corn	Rhizobium	FALSE	7529158	7433	Rhizobium spp.
4481	AIM013014	agbiome	Other	Corn	Rhizobium	FALSE	7530372	7433	Rhizobium spp.
4468	AIM012992	agbiome	Other	Corn	Rhizobium	FALSE	7531755	7435	Rhizobium spp.
4476	AIM013001	agbiome	Other	Corn	Rhizobium	FALSE	7526666	7438	Rhizobium spp.
4482	AIM013015	agbiome	Other	Corn	Rhizobium	FALSE	7528013	7449	Rhizobium spp.
4459	AIM012981	agbiome	Other	Corn	Rhizobium	FALSE	7524380	7445	Rhizobium spp.
4460	AIM012982	agbiome	Other	Corn	Rhizobium	FALSE	7525828	7440	Rhizobium spp.
4469	AIM012993	agbiome	Other	Corn	Rhizobium	FALSE	7529707	7438	Rhizobium spp.
4478	AIM013011	agbiome	Other	Corn	Rhizobium	FALSE	7526559	7452	Rhizobium spp.
4480	AIM013013	agbiome	Other	Corn	Rhizobium	FALSE	7527545	7440	Rhizobium spp.
4466	AIM012990	agbiome	Other	Corn	Rhizobium	FALSE	7528651	7448	Rhizobium spp.
4477	AIM013010	agbiome	Other	Corn	Rhizobium	FALSE	7531197	7445	Rhizobium spp.
4470	AIM012994	agbiome	Other	Corn	Rhizobium	FALSE	7525398	7437	Rhizobium spp.
4472	AIM012997	agbiome	Other	Corn	Rhizobium	FALSE	7528951	7440	Rhizobium spp.
4474	AIM012999	agbiome	Other	Corn	Rhizobium	FALSE	7519950	7458	Rhizobium spp.
4467	AIM012991	agbiome	Other	Corn	Rhizobium	FALSE	7528890	7447	Rhizobium spp.
4463	AIM012987	agbiome	Other	Corn	Rhizobium	FALSE	7525466	7470	Rhizobium spp.
4458	AIM012980	agbiome	Other	Corn	Rhizobium	FALSE	7524796	7475	Rhizobium spp.
4464	AIM012988	agbiome	Other	Corn	Rhizobium	FALSE	7525199	7465	Rhizobium spp.
4461	AIM012983	agbiome	Other	Corn	Rhizobium	FALSE	7522635	7484	Rhizobium spp.
4465	AIM012989	agbiome	Other	Corn	Rhizobium	FALSE	7523054	7479	Rhizobium spp.
4462	AIM012986	agbiome	Other	Corn	Rhizobium	FALSE	7510099	7545	Rhizobium spp.
4457	AIM012978	agbiome	Other	Corn	Rhizobium	FALSE	7469139	7687	Rhizobium spp.
3325	CF142	public	Nodule	Legume	Rhizobium	FALSE	7451051	7221	Rhizobium spp.
4594	AIM014294	agbiome	Other	Soybean	Rhizobium	FALSE	7495411	7616	Rhizobium spp.
4349	AIM010798	agbiome	Root	Corn	Rhizobium	FALSE	7207630	7056	Rhizobium spp.
4350	AIM010800	agbiome	Root	Corn	Rhizobium	FALSE	7194788	7115	Rhizobium spp.
4196	AIM008790	agbiome	Other	Corn	Rhizobium	FALSE	7387349	7214	Rhizobium spp.
4347	AIM010773	agbiome	Root	Corn	Rhizobium	FALSE	7554476	7393	Rhizobium spp.
4455	AIM012743	agbiome	Root	Corn	Rhizobium	FALSE	7374293	7321	Rhizobium spp.
4169	AIM008556	agbiome	Leaf	Other	Rhizobium	FALSE	7630667	7508	Rhizobium spp.
4348	AIM010779	agbiome	Root	Corn	Rhizobium	FALSE	7240529	7097	Rhizobium spp.
4440	AIM012621	agbiome	Root	Oats	Rhizobium	FALSE	7180535	7059	Rhizobium spp.
4507	AIM013120	agbiome	Root	Corn	Rhizobium	FALSE	7369479	7211	Rhizobium spp.
4436	AIM012537	agbiome	Other	Other	Rhizobium	FALSE	7343937	7227	Rhizobium spp.
4537	AIM013940	agbiome	Insect	Insect	Rhizobium	FALSE	7588706	7496	Rhizobium spp.
4428	AIM012313	agbiome	Insect	Insect	Rhizobium	FALSE	7452936	7382	Rhizobium spp.
4720	AIM015207	agbiome	Root	Other	Rhizobium	FALSE	7164395	6933	Rhizobium spp.
4780	AIM015744	agbiome	Other	Wheat	Rhizobium	FALSE	5985827	5794	Rhizobium spp.
4704	AIM015117	agbiome	Other	Soybean	Rhizobium	FALSE	5905771	5726	Rhizobium spp.
4701	AIM014991	agbiome	Other	Wheat	Rhizobium	FALSE	5963938	5792	Rhizobium spp.
4778	AIM015721	agbiome	Soil	Corn	Rhizobium	FALSE	6028273	5842	Rhizobium spp.
4680	AIM014965	agbiome	Other	Wheat	Rhizobium	FALSE	5783470	5609	Rhizobium spp.
4777	AIM015716	agbiome	Soil	Corn	Rhizobium	FALSE	6069827	5916	Rhizobium spp.
1017	R13_C	mpipz	Root	Arabidopsis	Rhizobium	FALSE	6574341	6356	Rhizobium spp.
2062	Root1203	atsphere	Root	Arabidopsis	Rhizobium	FALSE	6705461	6579	Rhizobium spp.
1018	R13_D	mpipz	Root	Arabidopsis	Rhizobium	FALSE	6160419	6008	Rhizobium spp.
3398	OV483	public	Nodule	Legume	Rhizobium	FALSE	6518058	6425	Rhizobium spp.
2068	Root1220	atsphere	Root	Arabidopsis	Rhizobium	FALSE	5749658	5607	Rhizobium spp.
3403	YR519	public	Nodule	Legume	Rhizobium	FALSE	5831370	5572	Rhizobium spp.
4430	AIM012350	agbiome	Root	Other	Rhizobium	FALSE	5837495	5613	Rhizobium spp.
3408	YR528	public	Nodule	Legume	Rhizobium	FALSE	6180594	5854	Rhizobium spp.
4203	AIM008900	agbiome	Other	Corn	Rhizobium	FALSE	6457564	6198	Rhizobium spp.
4188	AIM008765	agbiome	Other	Corn	Rhizobium	FALSE	6458344	6203	Rhizobium spp.
4205	AIM008907	agbiome	Other	Corn	Rhizobium	FALSE	6448917	6209	Rhizobium spp.
4180	AIM008700	agbiome	Other	Corn	Rhizobium	FALSE	6464821	6225	Rhizobium spp.
4173	AIM008674	agbiome	Other	Corn	Rhizobium	FALSE	6461550	6237	Rhizobium spp.
4193	AIM008780	agbiome	Other	Corn	Rhizobium	FALSE	6453241	6230	Rhizobium spp.
4178	AIM008691	agbiome	Other	Corn	Rhizobium	FALSE	6449781	6213	Rhizobium spp.
3348	2MFCol3.1	public	Nodule	Legume	Rhizobium	FALSE	6550409	6293	Rhizobium spp.
4431	AIM012361	agbiome	Root	Other	Rhizobium	FALSE	6362572	7607	Rhizobium spp.
4199	AIM008861	agbiome	Other	Corn	Rhizobium	FALSE	6827681	6608	Rhizobium spp.
4426	AIM012172	agbiome	Root	Oats	Rhizobium	FALSE	6440908	6271	Rhizobium spp.
4439	AIM012618	agbiome	Root	Oats	Rhizobium	FALSE	6552831	6322	Rhizobium spp.
4172	AIM008668	agbiome	Other	Corn	Rhizobium	FALSE	6407861	6242	Rhizobium spp.
4171	AIM008667	agbiome	Other	Corn	Rhizobium	FALSE	6409501	6265	Rhizobium spp.
4067	AIM005169	agbiome	Root	Soybean	Rhizobium	FALSE	6255650	6316	Rhizobium spp.
4454	AIM012705	agbiome	Other	Corn	Rhizobium	FALSE	6276278	6326	Rhizobium spp.
4069	AIM005226	agbiome	Root	Corn	Rhizobium	FALSE	6599183	6373	Rhizobium spp.
4071	AIM005281	agbiome	Root	Corn	Rhizobium	FALSE	6599069	6376	Rhizobium spp.
4414	AIM011857	agbiome	Soil	Wheat	Rhizobium	FALSE	6729258	6535	Rhizobium spp.
4143	AIM007240	agbiome	Other	Soybean	Rhizobium	FALSE	6961344	6774	Rhizobium spp.
4519	AIM013306	agbiome	Other	Corn	Rhizobium	FALSE	6347222	6204	Rhizobium spp.
4432	AIM012375	agbiome	Root	Other	Rhizobium	FALSE	5802484	5528	Rhizobium spp.
4827	AIM017944	agbiome	Soil	Soil	Rhizobium	FALSE	6493405	6273	Rhizobium spp.
4828	AIM017953	agbiome	Soil	Soil	Rhizobium	FALSE	6494860	6269	Rhizobium spp.
4614	AIM014464	agbiome	Other	Soybean	Rhizobium	FALSE	6493108	6409	Rhizobium spp.
4587	AIM014275	agbiome	Other	Soybean	Rhizobium	FALSE	6862074	6915	Rhizobium spp.
4836	AIM018139	agbiome	Soil	Other	Rhizobium	FALSE	6095168	5973	Rhizobium spp.
3385	LPU83	public	Nodule	Legume	Rhizobium	FALSE	7038809	7108	Rhizobium spp.
3353	OR191	public	Nodule	Legume	Rhizobium	TRUE	7368160	7604	Rhizobium spp.
3409	CF048	public	Nodule	Legume	Rhizobium	FALSE	6824633	6666	Rhizobium spp.
3399	OV201	public	Nodule	Legume	Rhizobium	FALSE	7184437	7041	Rhizobium spp.
3333	STM3625	public	Nodule	Legume	Rhizobium	TRUE	6461927	6349	Rhizobium spp.
3360	STM 6155	public	Nodule	Legume	Rhizobium	TRUE	6927906	6853	Rhizobium spp.
3327	CF122	public	Nodule	Legume	Rhizobium	FALSE	6135065	5993	Rhizobium spp.
3331	CCGE 502	public	Nodule	Legume	Rhizobium	TRUE	7131588	7005	Rhizobium spp.
3347	42MFCr.1	public	Nodule	Legume	Rhizobium	FALSE	6207487	6101	Rhizobium spp.
4816	AIM016677	agbiome	Soil	Soybean	Rhizobium	FALSE	6552140	6468	Rhizobium spp.
3379	IBUN	public	Nodule	Legume	Rhizobium	FALSE	6515922	6403	Rhizobium spp.
4374	AIM011152	agbiome	Root	Soybean	Rhizobium	FALSE	6537219	6404	Rhizobium spp.
4526	AIM013656	agbiome	Other	Soybean	Rhizobium	FALSE	6381908	6224	Rhizobium spp.
4576	AIM014241	agbiome	Other	Other	Rhizobium	FALSE	6363022	6290	Rhizobium spp.
4823	AIM017898	agbiome	Soil	Soil	Rhizobium	FALSE	6835305	7105	Rhizobium spp.
4815	AIM016672	agbiome	Soil	Soybean	Rhizobium	FALSE	6278966	6178	Rhizobium spp.
4824	AIM017900	agbiome	Soil	Soil	Rhizobium	FALSE	7784413	8021	Rhizobium spp.
4529	AIM013722	agbiome	Other	Corn	Rhizobium	FALSE	6668975	6541	Rhizobium spp.
4404	AIM011775	agbiome	Root	Soybean	Rhizobium	FALSE	6675759	6636	Rhizobium spp.
4822	AIM017897	agbiome	Soil	Soil	Rhizobium	FALSE	6616028	6895	Rhizobium spp.
4825	AIM017902	agbiome	Soil	Soil	Rhizobium	FALSE	6627635	6615	Rhizobium spp.
4700	AIM014989	agbiome	Other	Wheat	Rhizobium	FALSE	5425865	5260	Rhizobium spp.
4703	AIM014993	agbiome	Other	Wheat	Rhizobium	FALSE	5426654	5271	Rhizobium spp.
3400	CF394	public	Nodule	Legume	Rhizobium	FALSE	6626667	6388	Rhizobium spp.
4834	AIM017996	agbiome	Soil	Soil	Rhizobium	FALSE	6593271	10747	Rhizobium spp.
2079	Root708	atsphere	Root	Arabidopsis	Rhizobium	FALSE	6292121	6046	Rhizobium spp.
4620	AIM014512	agbiome	Other	Cucumber	Rhizobium	FALSE	6181098	5971	Rhizobium spp.
3418	R602	public	Nodule	Legume	Rhizobium	TRUE	7311190	7068	Rhizobium spp.
3355	USDA 1844	public	Nodule	Legume	Rhizobium	TRUE	7166346	7146	Rhizobium spp.
4535	AIM013892	agbiome	Other	Soybean	Rhizobium	FALSE	6157088	6007	Rhizobium spp.
4346	AIM010753	agbiome	Root	Corn	Rhizobium	FALSE	6355633	6226	Rhizobium spp.
4438	AIM012615	agbiome	Root	Oats	Rhizobium	FALSE	6302718	6152	Rhizobium spp.
4365	AIM011099	agbiome	Root	Soybean	Rhizobium	FALSE	6361620	6179	Rhizobium spp.
4504	AIM013108	agbiome	Other	Corn	Rhizobium	FALSE	6253906	6134	Rhizobium spp.
4498	AIM013098	agbiome	Other	Corn	Rhizobium	FALSE	6253242	6150	Rhizobium spp.
4503	AIM013107	agbiome	Other	Corn	Rhizobium	FALSE	6247993	6136	Rhizobium spp.
4604	AIM014387	agbiome	Other	Other	Rhizobium	FALSE	6430799	6334	Rhizobium spp.
4362	AIM011072	agbiome	Root	Corn	Rhizobium	FALSE	6562325	6455	Rhizobium spp.
3334	CIAT 899	public	Nodule	Legume	Rhizobium tropici	TRUE	6686334	6360	Rhizobium spp.
4496	AIM013088	agbiome	Other	Corn	Rhizobium tropici	FALSE	6354311	6049	Rhizobium spp.
4497	AIM013091	agbiome	Other	Corn	Rhizobium tropici	FALSE	6354684	6048	Rhizobium spp.
4506	AIM013110	agbiome	Other	Corn	Rhizobium tropici	FALSE	6396039	6102	Rhizobium spp.
4499	AIM013100	agbiome	Other	Corn	Rhizobium tropici	FALSE	6394819	6121	Rhizobium spp.
4520	AIM013323	agbiome	Other	Corn	Rhizobium tropici	FALSE	6354566	6044	Rhizobium spp.
4521	AIM013324	agbiome	Other	Corn	Rhizobium tropici	FALSE	6354151	6045	Rhizobium spp.
4505	AIM013109	agbiome	Other	Corn	Rhizobium tropici	FALSE	6902761	6639	Rhizobium spp.
4456	AIM012819	agbiome	Root	Cotton	Rhizobium tropici	FALSE	6396133	6098	Rhizobium spp.
4500	AIM013103	agbiome	Other	Corn	Rhizobium tropici	FALSE	6340506	6125	Rhizobium spp.
4502	AIM013105	agbiome	Other	Corn	Rhizobium tropici	FALSE	6342312	6111	Rhizobium spp.
4501	AIM013104	agbiome	Other	Corn	Rhizobium tropici	FALSE	6340417	6131	Rhizobium spp.
4483	AIM013020	agbiome	Other	Corn	Rhizobium tropici	FALSE	6386614	6053	Rhizobium spp.
4522	AIM013334	agbiome	Other	Corn	Rhizobium tropici	FALSE	5942701	5693	Rhizobium spp.
4515	AIM013265	agbiome	Insect	Insect	Rhizobium tropici	FALSE	6469767	6103	Rhizobium spp.
4513	AIM013256	agbiome	Insect	Insect	Rhizobium tropici	FALSE	6465177	6112	Rhizobium spp.
4642	AIM014563	agbiome	Other	Other	Rhizobium tropici	FALSE	6848057	6541	Rhizobium spp.
4625	AIM014521	agbiome	Other	Rice	Rhizobium tropici	FALSE	6846597	6574	Rhizobium spp.
4702	AIM014992	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6739047	6471	Rhizobium spp.
4681	AIM014966	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6640978	6364	Rhizobium spp.
4684	AIM014969	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6643118	6357	Rhizobium spp.
4696	AIM014984	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6637915	6399	Rhizobium spp.
4682	AIM014967	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639676	6368	Rhizobium spp.
4693	AIM014980	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639351	6355	Rhizobium spp.
4685	AIM014970	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6637519	6372	Rhizobium spp.
4694	AIM014981	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639993	6365	Rhizobium spp.
4699	AIM014987	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639732	6372	Rhizobium spp.
4686	AIM014971	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6637283	6366	Rhizobium spp.
